"","text"
"740","mending jnt apa sicepat dips"
"741","halo bagi kakak yg butuh admin nyelem sellkor admin packing  rekap  perlengkapan packing dr aku  rumah deket jamp tjneshopee exp idexpsicepatpos tinggal jalan kaki  bisa kirim kapan aja  pengalamaan packing   bisa kirim luar negri zonauang zonabu"
"742","haii kalian paketnya pernah gini ga dari hari minggu ga berubah status nya pick  terus aku chat sicepat nya suruh minta nota bukti pick  terus aku chat seller nya buat minta nota nya katanya suruh tunggu max minggu inið aku takut paket nya hilang doangððð"
"743","tumben bngt sicepat lama kbnykn dipuji cpt cpt jd kek gini kli yaa"
"744","tumben sicepat lelet"
"745","cc "
"746","demi dah sicepat bnr bnr cepatð"
"747"," ini di anter ke alamat hari ini kan  soalnya kado"
"748","kak tolong cek dm ya terimakasih "
"749","sicepat  knapa dah  jam lebih ga muncul kurirnya "
"750","min  minta bantu follow  ini estimasi tiba hari ini tapi masih di hub juga trs ini  day kok ya lama ya kalah banget sama sicepat atau jnt ððµâð "
"751","sicepat ini pake buroq express ya cepet amat nyampe nya"
"752","halo ini paketku kok di tempat sortir terus dari kemarin malem ya min "
"753","sicepat benarbenar cepat"
"754","hadeh maybe  lost  translation ya mba seller maksud sy aktifin sicepat yg bawah ituu sicepat halu bukan sicepat regðª"
"755","kurir bestie ku di sicepat trnyata jga hype anime omg"
"756","anteraja tuh siapanya sicepat"
"757","pake sicepat biasanya cepet skrg lama bgt woyyy malesin"
"758","jangan pernah menggunakan jasa ekspedisi  pelayanan buruk  antar ulang ga tanggung jawab"
"759","bingung banget sama sicepat  erigo sangat visioner"
"760","hari hari kacau sicepat pindah kurir jadul dahh tikijne"
"761","lagi seneng belanja online dan cod  ga tau nya salah alamat ke tuban untung  ga secepat jariku semua masih terbantu untuk belok ke surabaya makasih si"
"762","sicepat aneh bgt di shopee paket diterima padahal seharian gada paket"
"763","sicepat ini apa ya co estimasi  hari tp sehari udah dateng mantap bettttt"
"764","  verge   breakdown  tiba di miscall kurir sicepat mbak saya mau anter paket malam ini tunggu  menit lagi ya sampe  tt"
"765","masmas kurir sicepat meresahkan"
"766","tgl  co tgl  dikirim perkiraan nyampe tgl  tgl  jam  kurir si cepat nelfon âmba paket saya di depanâ sicepat ni ye benerâð"
"767","kurir sicepat nganter paket sampe malem ð"
"768","dear  soal jemput paket emang ga bisa diandelin berulang kali kejadian kek gini ada konfirmasi apaapa tibatiba aja status gagal pick  nyusahin seller kalau jadi buyer emang sicepat bisa diandelin"
"769","sicepat itu cepet gk"
"770","admin  tolong cek dm ya"
"771","halo min  saya pesan barang di shopee baru dikirim kmrn hari ini td katanya udh sampe tp gaada paket apapun yg sampe ke rumah hari ini ps dilihat foto deliverednya ini bkn rumah saya gmn ya"
"772","jnt lama kek siput mending sicepat jauhh mana kurir nya dah bestie ð"
"773","pas di kampus jam   tibatiba dapet telepon dari kurir sicepat perasaan tadi keterangan masih dijakarta kok udah sampe rumah ajað"
"774","sicepat kalo jam segini masih nganter gak yaâ rada kasian tapi notifnya muncul dari jam  tadi sedang menuju ke tempatmu"
"775","ada yg butuhneed admin packing aku bersedia ya kak dom bekasi udh sering packing jualan sendiri pc  album kpop rumah dkt ekspedisi jne jnt sicepat shopee express fee bisa dibicarakan di dm bahan packing bisa dr aku ya zonauang zonajajan"
"776","sicepat beneran cepet banget kayak namanya plsðº"
"777","woyyy berkali kurir  bertingkah dari paket berkali asal lempar sekarang maen geletakin aja di rumah orang paket nyasar bilangnya penerima asli makin ngaco aja gak malu apa sama kompetitor kayak    yg makin bagus pelayanannya"
"778","sicepat prett gagal pick  dateng aja engga saya di kamar ngerjain uas kamar saya di depan deket pintu rumah kek gamungkin ga kedengeranððð"
"779","min  ini tolong segera di pick  ya nomor resi  dan  belum ada kurir ke rumah padahal tapi statusnya kayak gituð"
"780","mau colek perhatian  tolong staff staff yang suka buka buka paket ditrgur ya ini baru sampai hari ini"
"781","name"
"782","anjir sicepat gila lo iâm choked"
"783","sicepat lambat kalah sama jne ðª"
"784","halo min saya ada paket dari tokopedia saya cek sore ini paket sudah sampai di tujuan tetapi saya belum menerima paketnya sama sekali "
"785","kenapa sicepat gak nyantumin nomor hp kurir kayak di jeente sih gue tuh penasaran ini kurirnya nganter paket gue kemana sih masa udah dua hari paketnya udah dianter tp balik lagi ke gudang alasannya gak ada orang di rumah halo gimana ini "
"786","halo aku lagi  admin packing nihâ â dom jakarta selatan â dekat ekspedisi pengiriman jnt shopee express sicepat â bahan bisa dari aku atau dari owner nya â sudah pernah packing pc ã â fee bisa di diskusikan kalau berminat bisa langsung dm  ya"
"787","gw gedeg mampus sm sicepat"
"788","wkwkwk shampoo doang loh ini mau bgt di liat bgt sis isinya apa sampe rusak begini âºï "
"789","cepat hanya sekedar nama  terbukti lebih cepat "
"790","sicepat melambat ð"
"791","nyink sicepat bnrn cepat"
"792","sicepat kadang kebangetan cepetnya"
"793","gaiss ada yg pernah pke sicepat gaa ko ini barang guee malah ke bekasii yaað pdhl rumah gue di depok dan sellernya di bogor depok bogor kan deket yee seharusnya geperlu ke bekasi gasihh bingungg bru prtama kli pke sicepatðððððð"
"794","knp paket ku yg pake sicepat ga secepet yg lain yað"
"795","kolaborasi bersama pemprov jawa barat sicepat dukung gerakan nasional pemulihan daerah aliran sungai  ridwankamil"
"796","terima kasih juga pada  kurang dari  jam barang ini nyampe juga"
"797","dengan fitur ini pelaku umkm dapat menjadi agen pengiriman barang untuk sejumlah jasa penyedia logistik"
"798","lewat fitur ini mitra bukalapak bisa jadi agen logistik sicepat ekspress hingga grab"
"799","ada yg butuhneed admin packing aku bersedia ya kak dom bekasi udh sering packing jualan sendiri pc  album kpop rumah dkt ekspedisi jne jnt sicepat shopee express fee bisa dibicarakan di dm bahan packing bisa dr aku ya zonauang"
"800","sicepat  level kayaknya naik roket biasanya kesini  hari ini cuma  hari ððââï"
"801","udh dua kali belakangan ini  jasa sicepat ga jelas bgt tiba tiba kurir udh sampe drmh aja padahal storynya blum otw"
"802","halo  pengiriman kargo tuh berapa hari yah di shoppe mandet barang ku di line bandung"
"803","paket sampe dengan keadaan ga karuan keliatan banget abis dibongkar whyyyy  apa yang membuat ekspedisi merasa berhak membongkar paket customer kepercayaanku kepada servicemu terkoyak sudah thanks"
"804","kemarin abis baca thread ttg pengiriman sicepat ngerasa ga percaya karena selama ini pengiriman baik aja termasuk yg suka dengan servicenya selama ini sampe hari ini ngalamin hal tak terduga yang bikin kaget banget dan kecewa banget sicepat"
"805","tumben kak sicepat lelet"
"806","sicepat ngirim barang itu pake magic atau gmana ð pesen  barang di hari yang sama beda toko pengemasannya juga harinya beda dikirim yang id dulu sicepat besoknya yang dateng duluan sicepat ð amazing"
"807","ini mas sicepat udah hapal bgt sm rumah  nih tiap paket tokped pake sicepat dia mulu kurirnya wkwkwk"
"808","usut tuntas kurir yg pake sendal gua "
"809","sicepat nama beneran doa kayaknya tadi malem barang baru masuk di jakut kalo paket lain lusa biasanya paling cepet eh ini udah smpe aja"
"810","story time tadi ke jt dan sicepat buat drop paket eh paket ada yg jatoh  hampir panik eh abis itu disamperin bapak gojek ngaish paket yg jatohhhh ðððð baik bgt bapak ya allah moga kebaikannya dibales allah swt"
"811","lowongan kerja staff call center sicepat ekspress"
"812","kan memang yg dikirim  condi gimana dong salahin  dong kok album nya sampai dgn keadaan damage ð bikin ribet sumpah   tapii gaiss"
"813","baru gue memuji sicepat skrg lama anj"
"814","cape bgt deh pake kargo nya sicepat ð enakan pengiriman biasa nya aja atau gak kalo mau kargo pake yg jne kargo aja"
"815","kenapa ga pake sicepat aja si biar cepett"
"816","sicepat anjeng"
"817","jnt sekarang lama banget yaaa kayanya bakal beralih ke sicepatð"
"818","sicepat belakang upn bisa buat drop barang kan ya makasih jog"
"819","eh cepetan ninjaxpress sicepat reg atau jt express"
"820","udah gila sicepat"
"821","ada dendam apa ya sicepat ama "
"822","sicepat tapi ga cepatð"
"823","selamat siang nasi goreng pak min di jl mangga  gandaria selatan cilandak jakarta selatan udah buka dari jam  malam ya  makanannya enak dan murah kok  bisa  via gofood juga patokan jl mangga itu didekat anteraja gnds  sicepat sebelah anteraja gnds"
"824","asli sicepat cepet bgt njir udah nyampe aja ini paket gw"
"825","ð sicepat parah bgt sumpahhh ah kesell bgt ini bahkan aku beli loh bukan jual tp kek gini brp kali  jelas kapok"
"826","tumben sicepat datengnya lama"
"827","ggask jadi aku mau kirim pã ke ph pake syopi ekspor dan ini mau di pickup sama kurir sicãpat nah kalo gitu kita tetep nulis nama penerima orang ph itu sama resinya kaah"
"828","biasanya kurir sicepat kalo ambil paket ke rumah kita tinggal tulis nomor resi di paket aja kan ya gausah pake alamat lengkap"
"829","ni sicepat pake buroq jgn jgn"
"830","kolaborasi pemprov jabar dan sicepat untuk gnpds"
"831","anjir sicepat emang mantep banget"
"832","padahal alamat udah jelas ya dan ada nomerku juga tapi kenapa dikirim ke rumah orang yg aku gak tau itu rumah siapa  keluarga juga bukan  tolong dong respon nya meskipun barang ku cuma sweater doang ya tp kok bisa salah alamat"
"833","mohon bantuannya  ini belum dikirim ð"
"834","halo aku lagi  admin packing nihâ â dom jakarta selatan â dekat ekspedisi pengiriman jnt shopee express sicepat â bahan bisa dari aku atau dari owner nya â sudah pernah packing pc ã â fee bisa di diskusikan kalau berminat bisa langsung dm  ya"
"835","kenapa  mau ngirim paket aja ke sicepat gabisa huhu emgnya operatornya beda apa gimanasikâ"
"836","semoga epoxy jeno aku sampe dengan selamat agak panik soalnya pake sicepatð"
"837","kurir sicepat bosen gak yaa nganter paketan gue setiap hari soalnya barang tokped sama shpe datangnya barengan jadilah dia setiap hari kerumah wkwkwkwk"
"838","lowongan kerja pt sicepat ekspress indonesia selengkapnya di"
"839","sicepat kok paket nya malah muter jauh si aneh bgt"
"840","cek dm dong "
"841","shopee makin aneh hari lalu  nyoba co masih bisa pake cargo sicepat ongkir cuma  sekarang malah begini doang semua tokoð"
"842","halo admin saya mau nanya saya mau kirim barang dari kosan ke rumah dan lumayan berat kira kira bisa ga ya kalo sicepat yang ambil barangnya di kosan saya "
"843","sicepat ngambil paket emang cepet tapi hari ini terlalu kecepetan"
"844","tumben sicepat cepet nyampe nya"
"845","estimasi pengiriman sicepat tertulis  desember  nov dah dapet telp dari kurir barangnya dah nyampe ððâ luvvv "
"846","jends ada yg tau ga sicepat yg deket kampus dimana ya trs bisa gak kalo mau ngirim barang dibungkusin sm sananya"
"847","mon maap ini  kira hari ini sampe ga ya paketnya terombang ambing ð saya pake   penerimaan nov"
"848","update lowongan kerja pt sicepat ekspres indonesia lokasi yogyakarta"
"849","sicepat gilaaaa pake jin"
"850","sicepat biasanya cepat tapi kok akhirakhir ini jadi lambat dan tidak pasti"
"851","mantap gan hari ini statusnya masih sama mbok aku jaluk nomer kurirmu wae tak jupuk dewe nek sibuk    piye bos janjine estimasi tiba paling lambat tanggal  iki wes tanggal  isih rung jelas jane paketku saiki neng ndi anakku ultahe wes lewat kadone rung teko nek dee nesu ro aku kowe kudu tanggungjawab"
"852","fuc  makes sicepat jadi silambat ð"
"853","jakarta  karawang biasanya sehari sampe kalo pake sicepat dan anteraja ini pake jne karena ngikutin sellernya aja si ðµ"
"854","nuhasnack ready stock semua ð yang mau stok cemilan kita punya cemilan manis pedas gurih cuss  ð cod kisaran ciater rawa buntu pamulang ekspedisi jnesicepat pengiriman dari serpong ð makaroni bronchips kripca serpong pamulang jualcemilan cemilan"
"855","sopi express keknya mau menyaingi sicepat"
"856","nyoba nyoba pake sicepat dengan ekspektasi cepet nyampe eh malah stuck di gudang bekasi ððð meanwhile paket gue yg satu lgi pake jnt yg dikirim setelah paket ini dikirim udh sampe di gudang tangerang"
"857","kok sicepat di daerah  ga secepat apa yg org bilang wkwk malah lebih cepet jnt"
"858","anjir mangkel bgt pesen barang yg dpt pc hobi sampe skrg ga dikirim entah salah sicepat apa toko cabang tokopedia mbuh yg mana tp kesel bgtððððð"
"859","halo  ini masalanya barang dibutuhin banget lho kok gini kejadiannya tau gini kemaren pake kurir yg gratis dah heran"
"860","demi allah sayang banget sama kuris sicepat klian sini aku cium satu satu"
"861","sicepat ribet ajgggg"
"862","wey  ekspedisi culun apa kagak malu sama kompetitor yg langsung gercep hari itu juga udah proses sana sini liat neh  kerjaannye rapih"
"863","kurir sicepat nya kenalanku trs bilang ke mas nya nitip nimbun paket tokped dulu   makasih masðð"
"864","lowongan sicepat ekspres untuk wilayah yogyakarta"
"865","tokped napa sih gabisa milih kurir gratong pake sicepat anteraja buluk banget gajelas masa ganyampe nyampe"
"866","pake sicepat  yakin besok pagi atau siang udah ketok pintu pasrah aja lah"
"867","sicepat ekspres tanam  bibit pohon di lahan kritis cikande bandung  lewat com"
"868","barusan banget paket   photocard bts yang baru di co kemarin udah nyampe rumah keren sii  kirim paket ke rumahnya bisa sampe malemmalem giniiðð sampe bingung ditanya ortu paket apaa kok datengnya malem malem wkwk"
"869","sicepat ekspres dan pemprov jawa barat dukung gerakan pemulihan daerah aliran sungai  ridwankamil kangemil"
"870","terharu bgt sama kurir sicepat bener setengah sepuluh loh ketok pager nelfonin sambil hujanan padahal besok lagi juga gapapa org baru  kemaren ðð"
"871","sicepat sekarnag gak cepat sebel"
"872","sicepat gak ada obat anjir sehari doang langsung sampe"
"873","jasper terbaik versi pribadi dari pov seller juga buyer  sicepat  anteraja  jnt"
"874","udh  hari ga update gimana nihhh bro "
"875","emang sicepat suka tiba tiba dateng"
"876","gimana nih tokped sama sicepat masa paket baru dateng dah bolong kecuil kayak gini isinya sih emang nutrisari sama pc event yg jhope tapi untungnya ga keambil sama kurirnya  "
"877","top  diamond ml disini aja ya guys emang rada aneh sistemnya udah kek sicepat  hari ini sampenya kemarenð trusted  murah bangettt   wwkwkkw ku share karena balesannya lucu banget jd orang harus tauuððð"
"878","yok balapan lg belanja sopi  orderan  pake sicepat  pake jt  pake shopee express siapa duluan nih yg sampe skrg statusnya sama nih lg dikirim dan sampe ke tempat sortir yg pertama"
"879","males banget pake anteraja sumpah tapi di tokped opsinya cima sicepat smaa anteraja dan seller milihnya anteraja"
"880","sicepat yg tidak cepat ð"
"881","sicepat kok jadi tidak cepat"
"882","sicepat ni benerâ lama banget ya masa iya dari tanggal  ga gerak gini orang aku yg kirim pake jnt ke dia pangkal pinang aja udh dateng dari kapan tau"
"883","udah sampe barang dari wh cuma ya kok udah  boxnya bolong sebelum marak ekspedisi maling gak ada bolong sama sekali deh ð pic  udah tertera tanggalnya itu chat aku sama oa wh pake jnt pic  diambil kemarin orang whnya aja ampe ngira dibuka pake sicepat"
"884","semalam co skrg uda sampai  wow thank youðð   ekpress banget  ðð cakep banget jimin photocard  wangi banget ini ink art diffuser mandarin woody ðð tokopediaxbts tokopediaxpcbts tokopediawib"
"885","hai  knp ya dipending ð cape bgt masih satu provinsi kok lama bgt hadeeeh"
"886","oenapa tokped ga motong sicepat halu aja"
"887","kecewa padahal tadi siang belanja di tokopedia dapat kurir   lagi sore ini malah dapat kurir  pasti bakalan sampai tahun dengan kurir anteraja ntahlah bingung liat toped ðð"
